delivery_id,drone_id,route_id,delivery_date,departure_time,weather_condition,temperature,wind_speed,precipitation_mm,distance_km,battery_level_start,package_weight_kg,package_type,delivery_zone,delivery_area,traffic_congestion,pilot_experience_years,drone_model,battery_consumption_rate,landing_accuracy_m,flight_duration_min,battery_level_end,arrival_time,delivery_success
D-003648,DRN-054-A,RT-KZN-SPB-02,2023-10-23,2023-01-01 10:00:00,Stormy,1.65,10.87,8.27,17.33,91.17,2.49,Hazardous,Industrial,Urban,Low,1.79,ND-Heavy-Lift-X1,46.29,2.35,61.27,43.91,2023-01-01 11:01:15.939835122,1
D-003649,DRN-043-C,RT-KZN-NSK-11,2023-11-27,2023-01-01 12:46:00,Sunny,5.68,9.51,6.91,2.58,82.74,2.57,Standard,Residential,Suburban,Low,1.55,ND-Light-Carry-X1,39.88,2.0,-0.09,82.8,2023-01-01 12:45:54.672877746,1
D-003650,DRN-061-B,RT-NSK-MOW-14,2023-12-11,2023-01-01 12:57:00,Stormy,11.36,0.68,0.4,1.47,93.5,22.0,Standard,Residential,Rural,Medium,5.36,ND-Heavy-Lift-X1,143.25,1.55,1.83,89.13,2023-01-01 12:58:49.786446414,1
D-003651,DRN-081-C,RT-KZN-MOW-09,2023-03-10,2023-01-01 13:13:00,Rainy,29.07,6.92,0.47,4.51,83.79,9.48,Standard,Residential,Suburban,Medium,6.06,ND-Speedster-X1,74.71,1.43,15.64,64.32,2023-01-01 13:28:38.469871980,1
D-003652,DRN-018-C,RT-MOW-KZN-04,2023-03-26,2023-01-01 12:58:00,Sunny,8.43,4.85,2.08,4.78,83.41,8.27,Fragile,Residential,Urban,Medium,1.89,ND-Light-Carry-X1,70.97,1.76,23.75,55.32,2023-01-01 13:21:44.968842516,1
D-003653,DRN-054-C,RT-MOW-NSK-10,2023-10-09,2023-01-01 14:07:00,Foggy,35.17,14.79,3.31,3.62,80.49,6.15,Hazardous,Residential,Suburban,Medium,1.23,ND-Speedster-X1,57.57,2.08,13.68,67.36,2023-01-01 14:20:40.691360712,1
D-003654,DRN-030-B,RT-EKB-EKB-20,2023-07-27,2023-01-01 13:02:00,Foggy,-5.16,2.49,1.63,2.2,82.44,2.79,Standard,Residential,Suburban,Medium,3.58,ND-Light-Carry-X1,43.99,2.27,12.6,73.2,2023-01-01 13:14:35.936029596,1
D-003655,DRN-098-B,RT-KZN-KZN-15,2023-02-09,2023-01-01 15:31:00,Cloudy,10.82,5.12,3.0,2.38,84.65,1.35,Fragile,Commercial,Urban,High,7.78,ND-Speedster-X1,45.7,1.47,2.82,82.5,2023-01-01 15:33:49.464295260,1
D-003656,DRN-068-C,RT-NSK-MOW-16,2023-04-06,2023-01-01 09:03:00,Rainy,24.43,2.92,0.1,1.93,84.45,7.59,Standard,Residential,Urban,Medium,5.88,ND-Light-Carry-X1,66.18,1.49,9.93,73.49,2023-01-01 09:12:55.891920102,1
D-003657,DRN-071-B,RT-EKB-MOW-09,2023-09-07,2023-01-01 06:37:00,Sunny,25.17,0.29,1.53,4.31,86.55,6.02,Standard,Residential,Suburban,High,2.94,ND-AllTerrain-X1,59.64,1.09,12.51,74.12,2023-01-01 06:49:30.756267672,1
D-003658,DRN-007-B,RT-MOW-KZN-09,2023-05-16,2023-01-01 07:08:00,Cloudy,10.97,0.19,1.81,2.25,81.09,1.1,Hazardous,Residential,Suburban,Low,1.15,ND-AllTerrain-X1,35.56,0.98,6.55,77.2,2023-01-01 07:14:33.269930076,1
D-003659,DRN-086-B,RT-EKB-KZN-04,2023-03-14,2023-01-01 19:00:00,Sunny,27.02,0.52,0.32,6.7,98.7,3.34,Perishable,Rural,Urban,High,0.62,ND-Speedster-X1,46.29,1.62,35.61,71.23,2023-01-01 19:35:36.731104524,1
D-003660,DRN-065-B,RT-KZN-SPB-16,2023-10-28,2023-01-01 06:10:00,Cloudy,24.75,1.4,2.26,5.51,82.38,1.26,Perishable,Residential,Rural,Medium,0.61,ND-Light-Carry-X1,39.71,1.25,21.93,67.87,2023-01-01 06:31:55.832551344,1
D-003661,DRN-049-B,RT-SPB-SPB-16,2023-09-30,2023-01-01 18:25:00,Cloudy,6.81,1.2,4.33,5.14,94.04,4.98,Perishable,Residential,Suburban,Medium,2.56,ND-AllTerrain-X1,53.01,1.59,16.69,79.29,2023-01-01 18:41:41.671247784,1
D-003662,DRN-029-A,RT-KZN-MOW-16,2023-06-18,2023-01-01 16:37:00,Sunny,18.78,5.21,3.42,1.81,90.7,10.08,Standard,Commercial,Urban,Low,2.47,ND-Speedster-X1,81.41,1.19,13.5,72.38,2023-01-01 16:50:29.945424612,1
D-003663,DRN-090-B,RT-NSK-NSK-10,2023-11-29,2023-01-01 18:32:00,Rainy,23.44,5.03,0.42,1.35,91.06,1.86,Standard,Residential,Urban,Low,1.08,ND-AllTerrain-X1,38.13,1.44,9.87,84.78,2023-01-01 18:41:52.262597526,1
D-003664,DRN-009-C,RT-MOW-EKB-17,2023-07-17,2023-01-01 17:30:00,Sunny,7.67,14.22,0.59,5.07,82.11,2.5,Standard,Commercial,Suburban,Low,4.12,ND-Heavy-Lift-X1,47.32,1.48,27.56,60.37,2023-01-01 17:57:33.531203418,0
D-003665,DRN-047-B,RT-EKB-NSK-01,2023-12-13,2023-01-01 08:47:00,Sunny,35.33,1.49,1.04,4.12,84.86,8.42,Hazardous,Residential,Suburban,Medium,1.76,ND-Heavy-Lift-X1,72.86,1.54,11.43,70.99,2023-01-01 08:58:25.506970692,1
D-003666,DRN-051-C,RT-NSK-MOW-07,2023-04-16,2023-01-01 15:49:00,Cloudy,4.98,11.15,0.26,4.72,95.6,9.73,Perishable,Residential,Urban,Medium,3.38,ND-Speedster-X1,79.1,1.79,11.27,80.75,2023-01-01 16:00:15.906315276,1
D-003667,DRN-070-C,RT-MOW-EKB-10,2023-04-11,2023-01-01 18:10:00,Cloudy,16.73,3.8,4.62,2.57,89.27,30.15,Fragile,Rural,Suburban,Medium,1.42,ND-Heavy-Lift-X1,182.91,1.08,18.57,32.65,2023-01-01 18:28:34.471344048,1
D-003668,DRN-038-A,RT-MOW-EKB-19,2023-12-25,2023-01-01 14:31:00,Cloudy,0.0,2.74,0.26,2.11,89.14,2.13,Fragile,Residential,Urban,Medium,4.35,ND-Light-Carry-X1,45.03,2.46,2.54,87.24,2023-01-01 14:33:32.216505018,1
D-003669,DRN-054-A,RT-SPB-MOW-06,2023-08-23,2023-01-01 10:37:00,Sunny,16.24,4.41,2.15,5.37,90.92,6.96,Hazardous,Commercial,Urban,Medium,1.85,ND-AllTerrain-X1,67.86,0.89,22.96,64.95,2023-01-01 10:59:57.867145860,1
D-003670,DRN-024-C,RT-EKB-MOW-12,2023-10-07,2023-01-01 07:39:00,Cloudy,2.2,4.85,0.63,1.87,88.68,3.57,Standard,Commercial,Suburban,High,4.14,ND-Light-Carry-X1,50.49,1.99,8.01,81.93,2023-01-01 07:47:00.716287968,1
D-003671,DRN-071-C,RT-MOW-SPB-02,2023-11-25,2023-01-01 11:47:00,Sunny,11.47,0.75,1.28,5.93,96.12,3.1,Standard,Rural,Suburban,Medium,3.58,ND-Speedster-X1,49.29,1.37,22.06,78.0,2023-01-01 12:09:03.860150034,1
D-003672,DRN-086-C,RT-MOW-MOW-01,2023-04-16,2023-01-01 16:59:00,Cloudy,-4.04,5.57,0.07,4.46,94.97,6.12,Standard,Rural,Suburban,Medium,0.95,ND-AllTerrain-X1,60.62,2.08,12.94,81.9,2023-01-01 17:11:56.429810778,1
D-003673,DRN-057-C,RT-MOW-SPB-06,2023-02-04,2023-01-01 13:39:00,Stormy,24.6,5.17,0.34,2.04,86.34,5.05,Oversized,Residential,Urban,Medium,3.4,ND-Heavy-Lift-X1,61.46,1.83,6.93,79.24,2023-01-01 13:45:55.690541772,0
D-003674,DRN-060-C,RT-MOW-NSK-16,2023-06-06,2023-01-01 19:30:00,Sunny,19.28,20.0,0.88,4.42,96.24,1.48,Oversized,Rural,Suburban,High,1.37,ND-Light-Carry-X1,39.94,1.27,24.97,79.62,2023-01-01 19:54:58.429915596,1
D-003675,DRN-062-B,RT-MOW-KZN-12,2023-09-30,2023-01-01 06:38:00,Rainy,28.05,9.72,1.7,5.18,90.37,8.96,Fragile,Residential,Urban,Medium,3.43,ND-Light-Carry-X1,76.53,1.81,19.29,65.76,2023-01-01 06:57:17.538810360,1
D-003676,DRN-093-B,RT-SPB-NSK-04,2023-08-28,2023-01-01 07:46:00,Sunny,10.83,4.62,2.25,6.74,92.55,3.77,Standard,Industrial,Urban,Medium,1.68,ND-Speedster-X1,48.54,1.5,22.68,74.2,2023-01-01 08:08:41.030609586,1
D-003677,DRN-075-B,RT-NSK-SPB-14,2023-07-26,2023-01-01 16:23:00,Cloudy,28.61,4.98,0.05,2.0,97.32,3.81,Standard,Residential,Rural,Medium,1.55,ND-Speedster-X1,44.58,1.67,9.01,90.63,2023-01-01 16:32:00.454001538,1
D-003678,DRN-029-C,RT-KZN-SPB-19,2023-09-02,2023-01-01 17:49:00,Cloudy,15.47,11.67,0.25,2.54,89.52,6.67,Standard,Residential,Urban,Low,0.92,ND-Speedster-X1,63.61,1.22,0.05,89.47,2023-01-01 17:49:02.928634140,1
D-003679,DRN-041-B,RT-NSK-SPB-15,2023-04-03,2023-01-01 09:17:00,Stormy,16.36,13.67,1.96,7.56,95.13,23.71,Hazardous,Residential,Suburban,Medium,2.62,ND-AllTerrain-X1,145.95,1.12,33.85,12.78,2023-01-01 09:50:50.996789478,0
D-003680,DRN-098-A,RT-MOW-SPB-06,2023-04-19,2023-01-01 18:22:00,Cloudy,40.37,7.02,2.52,4.44,92.56,6.47,Hazardous,Residential,Rural,Medium,3.01,ND-Heavy-Lift-X1,61.04,2.07,22.04,70.14,2023-01-01 18:44:02.525853216,1
D-003681,DRN-031-B,RT-KZN-SPB-12,2023-11-02,2023-01-01 10:26:00,Rainy,9.18,5.83,0.4,2.1,88.53,3.13,Fragile,Industrial,Rural,Medium,2.12,ND-Speedster-X1,46.06,1.12,6.69,83.4,2023-01-01 10:32:41.283413322,1
D-003682,DRN-018-C,RT-MOW-EKB-10,2023-04-24,2023-01-01 18:26:00,Cloudy,29.73,0.47,0.39,6.26,95.78,3.14,Standard,Residential,Rural,Low,0.67,ND-Light-Carry-X1,49.77,1.54,29.08,71.66,2023-01-01 18:55:04.585681416,1
D-003683,DRN-017-B,RT-MOW-EKB-04,2023-01-24,2023-01-01 14:04:00,Sunny,20.76,7.1,0.14,7.7,82.1,2.01,Oversized,Residential,Rural,Medium,5.64,ND-Light-Carry-X1,39.69,0.87,32.57,60.56,2023-01-01 14:36:34.031221068,1
D-003684,DRN-014-C,RT-MOW-MOW-08,2023-10-20,2023-01-01 16:07:00,Stormy,8.14,1.17,0.24,3.76,91.62,10.82,Fragile,Residential,Urban,High,0.54,ND-Heavy-Lift-X1,81.18,1.8,15.97,70.02,2023-01-01 16:22:58.158597684,0
D-003685,DRN-089-C,RT-NSK-MOW-02,2023-09-09,2023-01-01 07:34:00,Cloudy,-0.79,3.32,0.01,6.3,80.93,4.33,Standard,Residential,Urban,Low,5.8,ND-Speedster-X1,47.35,2.16,20.02,65.13,2023-01-01 07:54:01.298773386,1
D-003686,DRN-056-B,RT-KZN-NSK-09,2023-09-24,2023-01-01 11:42:00,Sunny,2.6,2.08,1.34,2.88,83.12,4.23,Standard,Residential,Urban,Medium,5.5,ND-AllTerrain-X1,47.92,2.5,17.11,69.45,2023-01-01 11:59:06.771598800,1
D-003687,DRN-067-C,RT-KZN-NSK-18,2023-12-21,2023-01-01 12:45:00,Cloudy,28.57,1.7,3.51,4.15,91.98,0.64,Perishable,Commercial,Urban,High,2.21,ND-Speedster-X1,39.67,1.63,16.71,80.93,2023-01-01 13:01:42.382193670,0
D-003688,DRN-019-A,RT-KZN-MOW-01,2023-07-28,2023-01-01 15:55:00,Cloudy,35.81,1.49,0.24,4.44,86.15,3.73,Hazardous,Rural,Suburban,Low,2.63,ND-AllTerrain-X1,46.97,1.79,16.46,73.26,2023-01-01 16:11:27.724386660,1
D-003689,DRN-044-B,RT-SPB-NSK-05,2023-02-24,2023-01-01 08:38:00,Sunny,16.1,7.74,2.09,1.71,85.25,7.9,Fragile,Commercial,Urban,High,3.58,ND-Speedster-X1,64.18,1.82,11.22,73.24,2023-01-01 08:49:13.440334896,1
D-003690,DRN-035-B,RT-SPB-NSK-04,2023-01-27,2023-01-01 13:09:00,Cloudy,16.73,5.86,1.28,2.16,99.12,1.56,Standard,Industrial,Urban,Low,3.27,ND-AllTerrain-X1,38.7,1.63,4.42,96.26,2023-01-01 13:13:25.379940504,1
D-003691,DRN-001-A,RT-EKB-NSK-09,2023-11-19,2023-01-01 11:19:00,Cloudy,24.32,2.96,4.22,4.47,87.32,3.95,Standard,Commercial,Suburban,High,3.88,ND-AllTerrain-X1,47.96,1.23,16.79,73.9,2023-01-01 11:35:47.399713170,1
D-003692,DRN-093-B,RT-MOW-EKB-16,2023-01-02,2023-01-01 18:05:00,Cloudy,15.88,4.37,2.4,10.18,91.29,0.6,Standard,Residential,Urban,Medium,5.17,ND-Heavy-Lift-X1,32.94,1.27,43.64,67.33,2023-01-01 18:48:38.436569892,1
D-003693,DRN-037-A,RT-MOW-NSK-06,2023-03-09,2023-01-01 14:50:00,Sunny,28.2,16.67,2.87,1.98,90.68,3.42,Oversized,Commercial,Urban,Medium,2.41,ND-Light-Carry-X1,49.75,1.52,0.48,90.29,2023-01-01 14:50:28.570786200,1
D-003694,DRN-051-A,RT-NSK-MOW-12,2023-05-28,2023-01-01 07:04:00,Foggy,18.5,2.03,1.53,3.13,81.24,9.08,Standard,Rural,Rural,Low,3.35,ND-Heavy-Lift-X1,79.09,1.16,14.38,62.28,2023-01-01 07:18:22.810722870,1
D-003695,DRN-091-A,RT-KZN-KZN-01,2023-11-15,2023-01-01 12:18:00,Sunny,16.63,3.2,2.5,5.79,93.49,5.66,Standard,Commercial,Suburban,Low,3.34,ND-Light-Carry-X1,58.03,0.98,22.98,71.26,2023-01-01 12:40:58.890244314,1
D-003696,DRN-053-C,RT-MOW-KZN-08,2023-11-24,2023-01-01 10:19:00,Rainy,6.61,3.05,0.65,4.67,90.26,8.6,Perishable,Commercial,Urban,High,5.12,ND-Speedster-X1,74.01,1.55,13.16,74.03,2023-01-01 10:32:09.569498790,1
D-003697,DRN-061-B,RT-SPB-SPB-15,2023-05-10,2023-01-01 16:54:00,Rainy,3.66,10.99,0.35,2.15,87.63,11.02,Standard,Commercial,Suburban,High,0.11,ND-Light-Carry-X1,89.08,1.66,-0.88,88.94,2023-01-01 16:53:07.070660820,1
D-003698,DRN-040-B,RT-EKB-KZN-10,2023-03-24,2023-01-01 07:59:00,Sunny,-22.91,1.73,3.65,10.45,81.32,2.79,Standard,Industrial,Urban,Low,6.18,ND-Heavy-Lift-X1,41.64,3.87,39.04,54.23,2023-01-01 08:38:02.435861508,1
D-003699,DRN-080-A,RT-MOW-KZN-03,2023-02-11,2023-01-01 16:28:00,Sunny,29.81,17.15,1.99,4.08,85.86,7.96,Fragile,Commercial,Urban,Medium,0.64,ND-Light-Carry-X1,66.02,1.64,15.43,68.88,2023-01-01 16:43:25.668653178,0
D-003700,DRN-100-B,RT-NSK-NSK-01,2023-06-05,2023-01-01 12:59:00,Sunny,13.24,1.45,0.14,3.83,97.68,8.7,Oversized,Commercial,Urban,Low,0.81,ND-Light-Carry-X1,75.0,1.85,21.55,70.74,2023-01-01 13:20:32.987648394,1
D-003701,DRN-064-C,RT-SPB-NSK-14,2023-06-06,2023-01-01 07:02:00,Sunny,10.2,0.46,3.03,3.89,83.47,0.56,Standard,Residential,Urban,High,1.96,ND-Heavy-Lift-X1,29.72,1.63,28.4,69.4,2023-01-01 07:30:24.158641566,1
D-003702,DRN-017-A,RT-SPB-EKB-01,2023-04-17,2023-01-01 10:54:00,Sunny,-8.42,0.85,0.64,2.86,84.39,2.38,Hazardous,Residential,Urban,High,3.41,ND-Speedster-X1,40.6,2.86,8.92,78.35,2023-01-01 11:02:55.329242472,1
D-003703,DRN-059-C,RT-SPB-SPB-11,2023-10-11,2023-01-01 18:15:00,Rainy,7.32,2.22,0.53,10.47,84.11,15.61,Fragile,Commercial,Urban,Low,1.3,ND-Speedster-X1,108.05,1.78,37.62,16.37,2023-01-01 18:52:36.943915848,1
D-003704,DRN-007-A,RT-NSK-MOW-10,2023-07-07,2023-01-01 11:11:00,Cloudy,5.74,4.2,1.46,0.74,97.82,1.37,Hazardous,Commercial,Suburban,Medium,1.08,ND-Heavy-Lift-X1,37.46,1.68,10.31,91.38,2023-01-01 11:21:18.806444346,1
D-003705,DRN-071-C,RT-KZN-NSK-03,2023-04-15,2023-01-01 12:26:00,Cloudy,5.46,2.91,1.26,2.86,94.0,5.92,Fragile,Residential,Urban,High,4.13,ND-Light-Carry-X1,58.72,1.8,15.05,79.27,2023-01-01 12:41:02.831935230,1
D-003706,DRN-034-B,RT-EKB-MOW-10,2023-04-22,2023-01-01 11:44:00,Sunny,18.99,1.89,1.16,1.48,97.64,4.3,Fragile,Industrial,Urban,Low,2.11,ND-Heavy-Lift-X1,54.5,1.57,23.66,76.14,2023-01-01 12:07:39.814526178,1
D-003707,DRN-068-B,RT-SPB-SPB-06,2023-05-13,2023-01-01 17:32:00,Stormy,16.47,3.3,0.44,2.78,98.27,12.44,Hazardous,Residential,Urban,High,5.4,ND-Heavy-Lift-X1,91.99,1.65,11.74,80.28,2023-01-01 17:43:44.236005210,1
D-003708,DRN-078-C,RT-NSK-MOW-18,2023-09-28,2023-01-01 10:43:00,Sunny,-1.34,7.3,4.82,7.86,98.56,5.61,Perishable,Residential,Urban,Low,1.67,ND-AllTerrain-X1,53.14,2.16,36.37,66.35,2023-01-01 11:19:22.230655560,1
D-003709,DRN-096-C,RT-KZN-EKB-12,2023-04-20,2023-01-01 06:54:00,Cloudy,-0.57,7.3,4.5,11.38,89.71,12.96,Standard,Residential,Rural,Low,0.69,ND-Speedster-X1,95.47,2.24,57.29,0.0,2023-01-01 07:51:17.572908462,1
D-003710,DRN-002-B,RT-SPB-NSK-12,2023-03-14,2023-01-01 09:36:00,Sunny,-0.6,5.18,0.01,1.85,89.52,4.81,Fragile,Commercial,Rural,Low,2.45,ND-Light-Carry-X1,54.52,2.31,1.23,88.4,2023-01-01 09:37:13.990708662,1
D-003711,DRN-050-A,RT-EKB-EKB-04,2023-12-12,2023-01-01 06:55:00,Sunny,36.73,12.18,0.62,3.92,96.58,9.54,Standard,Residential,Urban,Medium,3.05,ND-AllTerrain-X1,76.82,2.34,11.97,81.25,2023-01-01 07:06:58.486417968,0
D-003712,DRN-081-A,RT-SPB-MOW-17,2023-10-20,2023-01-01 09:18:00,Rainy,32.91,3.57,0.07,4.12,86.64,10.66,Standard,Industrial,Rural,Low,1.6,ND-Speedster-X1,82.59,1.89,18.6,61.04,2023-01-01 09:36:35.792827734,1
D-003713,DRN-012-B,RT-NSK-KZN-09,2023-05-23,2023-01-01 06:03:00,Rainy,4.77,0.03,2.85,2.09,80.44,1.58,Oversized,Industrial,Urban,Low,1.81,ND-AllTerrain-X1,36.42,2.14,8.15,75.5,2023-01-01 06:11:08.701540890,1
D-003714,DRN-022-A,RT-KZN-MOW-08,2023-09-17,2023-01-01 08:07:00,Rainy,-8.72,1.38,3.26,4.11,86.63,7.65,Perishable,Residential,Suburban,Medium,1.22,ND-Speedster-X1,65.66,2.56,18.39,66.51,2023-01-01 08:25:23.279873106,1
D-003715,DRN-084-A,RT-MOW-NSK-19,2023-09-02,2023-01-01 14:43:00,Cloudy,16.54,1.59,1.1,9.77,94.33,1.17,Standard,Residential,Rural,Medium,6.31,ND-Heavy-Lift-X1,40.35,1.27,37.99,68.78,2023-01-01 15:20:59.112657702,1
D-003716,DRN-054-C,RT-MOW-EKB-14,2023-12-06,2023-01-01 10:08:00,Foggy,15.56,3.17,2.75,1.15,82.47,8.06,Standard,Residential,Urban,High,4.07,ND-AllTerrain-X1,72.18,1.24,5.14,76.29,2023-01-01 10:13:08.555523288,1
D-003717,DRN-058-B,RT-EKB-EKB-13,2023-06-04,2023-01-01 06:54:00,Cloudy,18.8,9.41,1.82,4.28,95.7,8.6,Fragile,Commercial,Urban,Medium,4.06,ND-Speedster-X1,75.04,1.48,16.51,75.05,2023-01-01 07:10:30.520778855,1
D-003718,DRN-083-B,RT-MOW-SPB-03,2023-05-29,2023-01-01 16:29:00,Cloudy,23.9,7.28,1.04,5.01,96.31,11.23,Standard,Residential,Urban,Low,0.41,ND-Speedster-X1,85.5,1.52,22.73,63.93,2023-01-01 16:51:43.539682434,1
D-003719,DRN-006-A,RT-SPB-EKB-02,2023-03-01,2023-01-01 12:21:00,Sunny,20.42,1.06,0.68,8.54,82.02,16.63,Standard,Residential,Rural,Low,4.48,ND-Heavy-Lift-X1,110.47,0.81,38.86,10.48,2023-01-01 12:59:51.352926840,1
D-003720,DRN-097-C,RT-NSK-SPB-08,2023-03-27,2023-01-01 09:28:00,Sunny,1.6,2.93,0.46,2.1,81.96,1.95,Standard,Residential,Rural,Medium,2.45,ND-AllTerrain-X1,30.65,1.59,1.46,81.21,2023-01-01 09:29:27.754849698,1
D-003721,DRN-023-B,RT-MOW-SPB-01,2023-07-11,2023-01-01 16:24:00,Cloudy,18.53,4.31,0.45,1.28,83.98,4.92,Perishable,Residential,Urban,High,2.08,ND-Speedster-X1,58.01,1.35,12.22,72.16,2023-01-01 16:36:13.351992864,1
D-003722,DRN-077-C,RT-SPB-MOW-08,2023-11-23,2023-01-01 19:34:00,Cloudy,25.25,17.53,1.24,2.04,87.13,0.97,Fragile,Commercial,Suburban,High,3.65,ND-AllTerrain-X1,41.04,1.23,9.5,80.63,2023-01-01 19:43:30.231682764,1
D-003723,DRN-079-C,RT-MOW-SPB-04,2023-07-01,2023-01-01 16:10:00,Cloudy,6.31,0.13,0.27,2.99,90.65,10.84,Standard,Rural,Urban,Medium,1.05,ND-Heavy-Lift-X1,80.13,1.72,17.52,67.26,2023-01-01 16:27:31.203185160,1
D-003724,DRN-026-A,RT-EKB-EKB-08,2023-10-14,2023-01-01 06:30:00,Sunny,18.6,2.49,0.29,4.72,89.71,26.82,Oversized,Industrial,Rural,Medium,1.48,ND-AllTerrain-X1,158.21,1.31,19.35,38.69,2023-01-01 06:49:20.871967752,1
D-003725,DRN-079-A,RT-MOW-EKB-15,2023-09-30,2023-01-01 07:18:00,Rainy,8.37,17.73,0.02,7.56,97.06,3.7,Oversized,Industrial,Rural,Low,3.0,ND-Speedster-X1,50.47,1.67,35.66,67.07,2023-01-01 07:53:39.605841162,1
D-003726,DRN-055-C,RT-KZN-SPB-18,2023-09-12,2023-01-01 07:37:00,Foggy,38.95,15.12,1.43,5.04,82.84,1.77,Fragile,Commercial,Suburban,Medium,4.29,ND-Heavy-Lift-X1,44.24,2.04,25.95,63.71,2023-01-01 08:02:56.893104822,1
D-003727,DRN-057-A,RT-MOW-MOW-16,2023-01-07,2023-01-01 18:14:00,Cloudy,-0.92,1.61,7.76,1.78,93.95,4.18,Standard,Residential,Rural,Low,1.8,ND-AllTerrain-X1,48.64,2.08,9.17,86.52,2023-01-01 18:23:10.172516328,1
D-003728,DRN-061-B,RT-KZN-EKB-10,2023-05-06,2023-01-01 19:06:00,Rainy,28.87,0.0,3.3,3.37,90.98,8.05,Fragile,Industrial,Suburban,High,1.85,ND-Speedster-X1,76.14,1.2,15.71,71.04,2023-01-01 19:21:42.576658176,1
D-003729,DRN-055-B,RT-SPB-EKB-10,2023-03-24,2023-01-01 10:36:00,Stormy,-5.05,3.53,1.83,3.56,94.74,4.8,Oversized,Residential,Urban,Medium,1.61,ND-Heavy-Lift-X1,55.48,2.45,17.83,78.25,2023-01-01 10:53:49.690663506,1
D-003730,DRN-097-C,RT-MOW-SPB-19,2023-01-28,2023-01-01 12:21:00,Foggy,36.52,8.07,2.31,4.22,86.84,2.89,Standard,Commercial,Rural,Medium,2.06,ND-Light-Carry-X1,36.98,2.07,27.72,69.76,2023-01-01 12:48:42.978015498,1
D-003731,DRN-038-C,RT-EKB-EKB-13,2023-09-23,2023-01-01 17:07:00,Cloudy,1.3,1.57,0.81,3.22,89.43,2.15,Perishable,Residential,Urban,Low,2.12,ND-Light-Carry-X1,44.23,2.38,18.41,75.85,2023-01-01 17:25:24.753799056,1
D-003732,DRN-080-B,RT-MOW-EKB-18,2023-10-10,2023-01-01 14:17:00,Rainy,17.28,10.89,0.53,4.71,80.57,1.68,Perishable,Industrial,Urban,Medium,4.08,ND-Light-Carry-X1,37.64,1.11,23.47,65.85,2023-01-01 14:40:28.002570432,1
D-003733,DRN-029-B,RT-MOW-SPB-02,2023-09-08,2023-01-01 17:17:00,Sunny,-4.55,1.62,0.69,2.42,82.32,4.17,Oversized,Commercial,Urban,Low,2.56,ND-Speedster-X1,50.44,2.65,6.93,76.5,2023-01-01 17:23:55.528709406,1
D-003734,DRN-035-C,RT-SPB-MOW-18,2023-07-07,2023-01-01 06:22:00,Cloudy,-1.2,3.77,0.13,8.3,87.5,1.44,Standard,Industrial,Urban,Low,1.69,ND-Heavy-Lift-X1,36.38,2.59,30.09,69.25,2023-01-01 06:52:05.685355482,1
D-003735,DRN-067-C,RT-NSK-NSK-09,2023-10-26,2023-01-01 16:14:00,Rainy,25.77,5.12,1.51,6.01,89.63,1.26,Standard,Commercial,Urban,Medium,0.83,ND-Heavy-Lift-X1,36.54,1.42,22.03,76.21,2023-01-01 16:36:01.829880258,1
D-003736,DRN-029-B,RT-KZN-MOW-20,2023-03-10,2023-01-01 19:51:00,Rainy,27.34,1.7,0.29,4.78,81.71,1.23,Standard,Residential,Suburban,High,3.18,ND-AllTerrain-X1,33.58,1.41,15.79,72.88,2023-01-01 20:06:47.609268576,1
D-003737,DRN-097-A,RT-EKB-KZN-08,2023-11-15,2023-01-01 14:05:00,Sunny,17.87,1.74,2.16,2.75,96.5,2.59,Hazardous,Rural,Urban,Medium,3.3,ND-Speedster-X1,39.43,1.58,15.99,85.99,2023-01-01 14:20:59.455520688,1
D-003738,DRN-041-C,RT-KZN-KZN-13,2023-11-22,2023-01-01 17:22:00,Rainy,23.89,2.54,0.32,3.69,98.92,8.45,Standard,Commercial,Suburban,Low,4.21,ND-AllTerrain-X1,74.08,1.54,15.46,79.84,2023-01-01 17:37:27.502149900,1
D-003739,DRN-071-C,RT-MOW-MOW-19,2023-04-09,2023-01-01 18:38:00,Cloudy,27.54,7.21,0.39,2.2,91.93,2.34,Oversized,Residential,Urban,Medium,6.57,ND-Heavy-Lift-X1,38.04,1.22,11.18,84.84,2023-01-01 18:49:10.805422872,1
D-003740,DRN-058-C,RT-NSK-SPB-17,2023-07-12,2023-01-01 13:35:00,Sunny,6.79,0.43,4.73,6.56,81.07,4.83,Hazardous,Residential,Rural,Low,2.99,ND-Light-Carry-X1,50.92,1.84,18.12,65.69,2023-01-01 13:53:07.327106094,1
D-003741,DRN-082-C,RT-KZN-SPB-12,2023-08-15,2023-01-01 08:02:00,Cloudy,-1.79,3.99,0.17,8.5,94.78,0.53,Hazardous,Residential,Urban,Medium,2.02,ND-Heavy-Lift-X1,26.7,2.63,32.59,80.27,2023-01-01 08:34:35.630301324,1
D-003742,DRN-007-A,RT-MOW-NSK-09,2023-07-01,2023-01-01 15:55:00,Stormy,14.84,4.52,1.04,7.17,84.34,12.75,Fragile,Residential,Rural,Low,3.92,ND-Light-Carry-X1,96.58,1.32,28.05,39.19,2023-01-01 16:23:03.235594818,1
D-003743,DRN-001-A,RT-MOW-MOW-15,2023-11-23,2023-01-01 17:14:00,Foggy,8.07,3.26,0.1,1.0,94.67,0.52,Oversized,Commercial,Urban,Medium,1.68,ND-Speedster-X1,39.72,1.7,-1.64,95.76,2023-01-01 17:12:21.505167606,1
